Bedrooms,Bathrooms,City,Zip_Code,Neighborhood,Avg_Rent,Avg_Sqft,Concierge,Lounge,A/C,Smoke Free,Pets Allowed,Pool,Gym,Laundry,Gated,Furnished,Wheelchair Accessible,Carpet,Wood Floor,Plank Floor,Tile Floor
2,2.0,Emeryville,94608,Emeryville,4662,1424.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
2,2.0,Emeryville,94608,Emeryville,3438,1033.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
2,2.0,Emeryville,94608,Emeryville,4392,1424.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,1.0,Emeryville,94608,Emeryville,2351,895.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
2,2.0,Emeryville,94608,Emeryville,4018,1039.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,1.0,Emeryville,94608,Emeryville,2302,686.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
1,1.0,Emeryville,94608,Emeryville,2286 ,706.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
1,1.0,Emeryville,94608,Emeryville,2286 ,706.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
1,1.0,Emeryville,94608,Emeryville,2656 ,845.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
1,1.0,Emeryville,94608,Emeryville,2656 ,844.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
2,2.0,Emeryville,94608,Emeryville,3012,995.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
2,2.0,Emeryville,94608,Emeryville,2999 ,1029.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
2,2.0,Emeryville,94608,Emeryville,3024 ,961.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
2,2.0,Emeryville,94608,Emeryville,2999 ,1029.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
1,1.0,Emeryville,94608,Emeryville,2656 ,846.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
2,2.0,Emeryville,94608,Emeryville,2999 ,961.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
2,2.0,Emeryville,94608,Emeryville,3329 ,1168.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
2,2.0,Emeryville,94608,Emeryville,3329 ,1165.0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
